Date,Content type,Views,Subscribers gained
2021-01-08,Other,0,0
2021-01-09,Other,0,0
2021-01-10,Other,0,0
2021-01-11,Other,0,0
2021-01-12,Other,0,0
2021-01-13,Other,0,0
2021-01-14,Other,0,0
2021-01-15,Other,0,0
2021-01-16,Other,0,0
2021-01-17,Other,0,0
2021-01-18,Other,0,0
2021-01-19,Other,0,0
2021-01-20,Other,0,0
2021-01-21,Other,0,0
2021-01-22,Other,0,0
2021-01-23,Other,0,0
2021-01-24,Other,0,0
2021-01-25,Other,0,0
2021-01-26,Other,0,0
2021-01-27,Other,0,0
2021-01-28,Other,0,0
2021-01-29,Other,0,0
2021-01-30,Other,0,0
2021-01-31,Other,0,0
2021-02-01,Other,0,0
2021-02-02,Other,0,0
2021-02-03,Other,0,0
2021-02-04,Other,0,0
2021-02-05,Other,0,0
2021-02-06,Other,0,0
2021-02-07,Other,0,0
2021-02-08,Other,0,0
2021-02-09,Other,0,0
2021-02-10,Other,0,0
2021-02-11,Other,0,0
2021-02-12,Other,0,0
2021-02-13,Other,0,0
2021-02-14,Other,0,0
2021-02-15,Other,0,0
2021-02-16,Other,0,0
2021-02-17,Other,0,0
2021-02-18,Other,0,0
2021-02-19,Other,0,0
2021-02-20,Other,0,0
2021-02-21,Other,0,0
2021-02-22,Other,0,0
2021-02-23,Other,0,0
2021-02-24,Other,0,0
2021-02-25,Other,0,0
2021-02-26,Other,0,0
2021-02-27,Other,0,0
2021-02-28,Other,0,0
2021-03-01,Other,0,0
2021-03-02,Other,0,0
2021-03-03,Other,0,0
2021-03-04,Other,0,0
2021-03-05,Other,0,0
2021-03-06,Other,0,0
2021-03-07,Other,0,0
2021-03-08,Other,0,0
2021-03-09,Other,0,0
2021-03-10,Other,0,0
2021-03-11,Other,0,0
2021-03-12,Other,0,0
2021-03-13,Other,0,0
2021-03-14,Other,0,0
2021-03-15,Other,0,0
2021-03-16,Other,0,0
2021-03-17,Other,0,0
2021-03-18,Other,0,0
2021-03-19,Other,0,0
2021-03-20,Other,0,0
2021-03-21,Other,0,0
2021-03-22,Other,0,0
2021-03-23,Other,0,0
2021-03-24,Other,0,0
2021-03-25,Other,0,0
2021-03-26,Other,0,0
2021-03-27,Other,0,0
2021-03-28,Other,0,0
2021-03-29,Other,0,0
2021-03-30,Other,0,0
2021-03-31,Other,0,0
2021-04-01,Other,0,0
2021-04-02,Other,0,0
2021-04-03,Other,0,0
2021-04-04,Other,0,0
2021-04-05,Other,0,0
2021-04-06,Other,0,0
2021-04-07,Other,0,0
2021-04-08,Other,0,0
2021-04-09,Other,0,0
2021-04-10,Other,0,0
2021-04-11,Other,0,0
2021-04-12,Other,0,0
2021-04-13,Other,0,0
2021-04-14,Other,0,0
2021-04-15,Other,0,0
2021-04-16,Other,0,0
2021-04-17,Other,0,0
2021-04-18,Other,0,0
2021-04-19,Other,0,0
2021-04-20,Other,0,0
2021-04-21,Other,0,0
2021-04-22,Other,0,0
2021-04-23,Other,0,0
2021-04-24,Other,0,0
2021-04-25,Other,0,0
2021-04-26,Other,0,0
2021-04-27,Other,0,0
2021-04-28,Other,0,0
2021-04-29,Other,0,0
2021-04-30,Other,0,0
2021-05-01,Other,0,0
2021-05-02,Other,0,0
2021-05-03,Other,0,0
2021-05-04,Other,0,0
2021-05-05,Other,0,0
2021-05-06,Other,0,0
2021-05-07,Other,0,0
2021-05-08,Other,0,0
2021-05-09,Other,0,0
2021-05-10,Other,0,0
2021-05-11,Other,0,0
2021-05-12,Other,0,0
2021-05-13,Other,0,0
2021-05-14,Other,0,0
2021-05-15,Other,0,0
2021-05-16,Other,0,0
2021-05-17,Other,0,0
2021-05-18,Other,0,0
2021-05-19,Other,0,0
2021-05-20,Other,0,0
2021-05-21,Other,0,0
2021-05-22,Other,0,0
2021-05-23,Other,0,0
2021-05-24,Other,0,0
2021-05-25,Other,0,0
2021-05-26,Other,0,0
2021-05-27,Other,0,0
2021-05-28,Other,0,0
2021-05-29,Other,0,0
2021-05-30,Other,0,0
2021-05-31,Other,0,0
2021-06-01,Other,0,0
2021-06-02,Other,0,0
2021-06-03,Other,0,0
2021-06-04,Other,0,0
2021-06-05,Other,0,0
2021-06-06,Other,0,0
2021-06-07,Other,0,0
2021-06-08,Other,0,0
2021-06-09,Other,0,0
2021-06-10,Other,0,0
2021-06-11,Other,0,0
2021-06-12,Other,0,0
2021-06-13,Other,0,0
2021-06-14,Other,0,0
2021-06-15,Other,0,0
2021-06-16,Other,0,0
2021-06-17,Other,0,0
2021-06-18,Other,0,0
2021-06-19,Other,0,0
2021-06-20,Other,0,0
2021-06-21,Other,0,0
2021-06-22,Other,0,0
2021-06-23,Other,0,0
2021-06-24,Other,0,0
2021-06-25,Other,0,0
2021-06-26,Other,0,0
2021-06-27,Other,0,0
2021-06-28,Other,0,0
2021-06-29,Other,0,0
2021-06-30,Other,0,0
2021-07-01,Other,0,0
2021-07-02,Other,0,0
2021-07-03,Other,0,0
2021-07-04,Other,0,0
2021-07-05,Other,0,0
2021-07-06,Other,0,0
2021-07-07,Other,0,0
2021-07-08,Other,0,0
2021-07-09,Other,0,0
2021-07-10,Other,0,0
2021-07-11,Other,0,0
2021-07-12,Other,0,0
2021-07-13,Other,0,0
2021-07-14,Other,0,0
2021-07-15,Other,0,0
2021-07-16,Other,0,0
2021-07-17,Other,0,0
2021-07-18,Other,0,0
2021-07-19,Other,0,1
2021-07-20,Other,0,0
2021-07-21,Other,0,0
2021-07-22,Other,0,0
2021-07-23,Other,0,0
2021-07-24,Other,0,1
2021-07-25,Other,0,0
2021-07-26,Other,0,0
2021-07-27,Other,0,0
2021-07-28,Other,0,0
2021-07-29,Other,0,0
2021-07-30,Other,0,0
2021-07-31,Other,0,0
2021-08-01,Other,0,0
2021-08-02,Other,0,0
2021-08-03,Other,0,0
2021-08-04,Other,0,0
2021-08-05,Other,0,0
2021-08-06,Other,0,0
2021-08-07,Other,0,0
2021-08-08,Other,0,0
2021-08-09,Other,0,0
2021-08-10,Other,0,0
2021-08-11,Other,0,0
2021-08-12,Other,0,0
2021-08-13,Other,0,0
2021-08-14,Other,0,0
2021-08-15,Other,0,0
2021-08-16,Other,0,0
2021-08-17,Other,0,0
2021-08-18,Other,0,0
2021-08-19,Other,0,0
2021-08-20,Other,0,0
2021-08-21,Other,0,0
2021-08-22,Other,0,0
2021-08-23,Other,0,0
2021-08-24,Other,0,0
2021-08-25,Other,0,0
2021-08-26,Other,0,0
2021-08-27,Other,0,0
2021-08-28,Other,0,0
2021-08-29,Other,0,0
2021-08-30,Other,0,0
2021-08-31,Other,0,0
2021-09-01,Other,0,0
2021-09-02,Other,0,0
2021-09-03,Other,0,0
2021-09-04,Other,0,0
2021-09-05,Other,0,0
2021-09-06,Other,0,0
2021-09-07,Other,0,0
2021-09-08,Other,0,0
2021-09-09,Other,0,0
2021-09-10,Other,0,0
2021-09-11,Other,0,0
2021-09-12,Other,0,0
2021-09-13,Other,0,0
2021-09-14,Other,0,0
2021-09-15,Other,0,0
2021-09-16,Other,0,0
2021-09-17,Other,0,0
2021-09-18,Other,0,0
2021-09-19,Other,0,0
2021-09-20,Other,0,0
2021-09-21,Other,0,0
2021-09-22,Other,0,0
2021-09-23,Other,0,0
2021-09-24,Other,0,1
2021-09-25,Other,0,0
2021-09-26,Other,0,0
2021-09-27,Other,0,0
2021-09-28,Other,0,0
2021-09-29,Other,0,0
2021-09-30,Other,0,0
2021-10-01,Other,0,0
2021-10-02,Other,0,0
2021-10-03,Other,0,0
2021-10-04,Other,0,0
2021-10-05,Other,0,0
2021-10-06,Other,0,0
2021-10-07,Other,0,0
2021-10-08,Other,0,0
2021-10-09,Other,0,0
2021-10-10,Other,0,0
2021-10-11,Other,0,0
2021-10-12,Other,0,0
2021-10-13,Other,0,0
2021-10-14,Other,0,0
2021-10-15,Other,0,0
2021-10-16,Other,0,0
2021-10-17,Other,0,0
2021-10-18,Other,0,0
2021-10-19,Other,0,0
2021-10-20,Other,0,0
2021-10-21,Other,0,0
2021-10-22,Other,0,0
2021-10-23,Other,0,0
2021-10-24,Other,0,0
2021-10-25,Other,0,0
2021-10-26,Other,0,0
2021-10-27,Other,0,0
2021-10-28,Other,0,0
2021-10-29,Other,0,0
2021-10-30,Other,0,0
2021-10-31,Other,0,0
2021-11-01,Other,0,0
2021-11-02,Other,0,0
2021-11-03,Other,0,0
2021-11-04,Other,0,0
2021-11-05,Other,0,0
2021-11-06,Other,0,0
2021-11-07,Other,0,0
2021-11-08,Other,0,0
2021-11-09,Other,0,0
2021-11-10,Other,0,0
2021-11-11,Other,0,0
2021-11-12,Other,0,0
2021-11-13,Other,0,0
2021-11-14,Other,0,0
2021-11-15,Other,0,0
2021-11-16,Other,0,0
2021-11-17,Other,0,0
2021-11-18,Other,0,0
2021-11-19,Other,0,0
2021-11-20,Other,0,0
2021-11-21,Other,0,0
2021-11-22,Other,0,0
2021-11-23,Other,0,0
2021-11-24,Other,0,0
2021-11-25,Other,0,0
2021-11-26,Other,0,0
2021-11-27,Other,0,0
2021-11-28,Other,0,0
2021-11-29,Other,0,0
2021-11-30,Other,0,0
2021-12-01,Other,0,0
2021-12-02,Other,0,0
2021-12-03,Other,0,0
2021-12-04,Other,0,0
2021-12-05,Other,0,0
2021-12-06,Other,0,0
2021-12-07,Other,0,0
2021-12-08,Other,0,0
2021-12-09,Other,0,0
2021-12-10,Other,0,0
2021-12-11,Other,0,0
2021-12-12,Other,0,0
2021-12-13,Other,0,0
2021-12-14,Other,0,0
2021-12-15,Other,0,0
2021-12-16,Other,0,0
2021-12-17,Other,0,0
2021-12-18,Other,0,0
2021-12-19,Other,0,0
2021-12-20,Other,0,0
2021-12-21,Other,0,0
2021-12-22,Other,0,0
2021-12-23,Other,0,0
2021-12-24,Other,0,0
2021-12-25,Other,0,0
2021-12-26,Other,0,0
2021-12-27,Other,0,0
2021-12-28,Other,0,0
2021-12-29,Other,0,0
2021-12-30,Other,0,0
2021-12-31,Other,0,0
2022-01-01,Other,0,0
2022-01-02,Other,0,0
2022-01-03,Other,0,0
2022-01-04,Other,0,0
2022-01-05,Other,0,0
2022-01-06,Other,0,0
2022-01-07,Other,0,0
2022-01-08,Other,0,0
2022-01-09,Other,0,0
2022-01-10,Other,0,0
2022-01-11,Other,0,0
2022-01-12,Other,0,0
2022-01-13,Other,0,0
2022-01-14,Other,0,0
2022-01-15,Other,0,0
2022-01-16,Other,0,0
2022-01-17,Other,0,0
2022-01-18,Other,0,0
2022-01-19,Other,0,0
2022-01-20,Other,0,0
2022-01-21,Other,0,0
2022-01-22,Other,0,0
2022-01-23,Other,0,0
2022-01-24,Other,0,0
2022-01-25,Other,0,0
2022-01-26,Other,0,0
2022-01-27,Other,0,1
2022-01-28,Other,0,0
2022-01-29,Other,0,0
2022-01-30,Other,0,0
2022-01-31,Other,0,1
2022-02-01,Other,0,0
2022-02-02,Other,0,0
2022-02-03,Other,0,0
2022-02-04,Other,0,0
2022-02-05,Other,0,0
2022-02-06,Other,0,0
2022-02-07,Other,0,0
2022-02-08,Other,0,0
2022-02-09,Other,0,0
2022-02-10,Other,0,0
2022-02-11,Other,0,0
2022-02-12,Other,0,0
2022-02-13,Other,0,0
2022-02-14,Other,0,0
2022-02-15,Other,0,0
2022-02-16,Other,0,0
2022-02-17,Other,0,0
2022-02-18,Other,0,0
2022-02-19,Other,0,0
2022-02-20,Other,0,0
2022-02-21,Other,0,1
2022-02-22,Other,0,0
2022-02-23,Other,0,0
2022-02-24,Other,0,0
2022-02-25,Other,0,0
2022-02-26,Other,0,0
2022-02-27,Other,0,0
2022-02-28,Other,0,0
2022-03-01,Other,0,0
2022-03-02,Other,0,0
2022-03-03,Other,0,0
2022-03-04,Other,0,0
2022-03-05,Other,0,0
2022-03-06,Other,0,0
2022-03-07,Other,0,0
2022-03-08,Other,0,0
2022-03-09,Other,0,0
2022-03-10,Other,0,0
2022-03-11,Other,0,0
2022-03-12,Other,0,0
2022-03-13,Other,0,0
2022-03-14,Other,0,0
2022-03-15,Other,0,0
2022-03-16,Other,0,0
2022-03-17,Other,0,0
2022-03-18,Other,0,0
2022-03-19,Other,0,0
2022-03-20,Other,0,0
2022-03-21,Other,0,0
2022-03-22,Other,0,0
2022-03-23,Other,0,0
2022-03-24,Other,0,0
2022-03-25,Other,0,0
2022-03-26,Other,0,0
2022-03-27,Other,0,0
2022-03-28,Other,0,0
2022-03-29,Other,0,0
2022-03-30,Other,0,0
2022-03-31,Other,0,0
2022-04-01,Other,0,0
2022-04-02,Other,0,0
2022-04-03,Other,0,0
2022-04-04,Other,0,0
2022-04-05,Other,0,0
2022-04-06,Other,0,0
2022-04-07,Other,0,0
2022-04-08,Other,0,0
2022-04-09,Other,0,0
2022-04-10,Other,0,0
2022-04-11,Other,0,0
2022-04-12,Other,0,0
2022-04-13,Other,0,0
2022-04-14,Other,0,0
2022-04-15,Other,0,0
2022-04-16,Other,0,0
2022-04-17,Other,0,0
2022-04-18,Other,0,0
2022-04-19,Other,0,0
2022-04-20,Other,0,0
2022-04-21,Other,0,0
2022-04-22,Other,0,0
2022-04-23,Other,0,0
2022-04-24,Other,0,0
2022-04-25,Other,0,0
2022-04-26,Other,0,0
2022-04-27,Other,0,0
2022-04-28,Other,0,0
2022-04-29,Other,0,0
2022-04-30,Other,0,0
2022-05-01,Other,0,0
2022-05-02,Other,0,0
2022-05-03,Other,0,0
2022-05-04,Other,0,0
2022-05-05,Other,0,0
2022-05-06,Other,0,0
2022-05-07,Other,0,0
2022-05-08,Other,0,0
2022-05-09,Other,0,0
2022-05-10,Other,0,0
2022-05-11,Other,0,0
2022-05-12,Other,0,0
2022-05-13,Other,0,0
2022-05-14,Other,0,0
2022-05-15,Other,0,0
2022-05-16,Other,0,0
2022-05-17,Other,0,0
2022-05-18,Other,0,0
2022-05-19,Other,0,0
2022-05-20,Other,0,0
2022-05-21,Other,0,0
2022-05-22,Other,0,0
2022-05-23,Other,0,0
2022-05-24,Other,0,0
2022-05-25,Other,0,0
2022-05-26,Other,0,0
2022-05-27,Other,0,0
2022-05-28,Other,0,0
2022-05-29,Other,0,0
2022-05-30,Other,0,0
2022-05-31,Other,0,0
2022-06-01,Other,0,0
2022-06-02,Other,0,0
2022-06-03,Other,0,0
2022-06-04,Other,0,0
2022-06-05,Other,0,0
2022-06-06,Other,0,0
2022-06-07,Other,0,0
2022-06-08,Other,0,0
2022-06-09,Other,0,0
2022-06-10,Other,0,0
2022-06-11,Other,0,0
2022-06-12,Other,0,0
2022-06-13,Other,0,0
2022-06-14,Other,0,0
2022-06-15,Other,0,0
2022-06-16,Other,0,0
2022-06-17,Other,0,0
2022-06-18,Other,0,0
2022-06-19,Other,0,0
2022-06-20,Other,0,0
2022-06-21,Other,0,0
2022-06-22,Other,0,0
2022-06-23,Other,0,0
2022-06-24,Other,0,0
2022-06-25,Other,0,0
2022-06-26,Other,0,0
2022-06-27,Other,0,1
2022-06-28,Other,0,0
2022-06-29,Other,0,0
2022-06-30,Other,0,0
2022-07-01,Other,0,0
2022-07-02,Other,0,0
2022-07-03,Other,0,0
2022-07-04,Other,0,0
2022-07-05,Other,0,0
2022-07-06,Other,0,0
2022-07-07,Other,0,0
2022-07-08,Other,0,0
2022-07-09,Other,0,0
2022-07-10,Other,0,0
2022-07-11,Other,0,0
2022-07-12,Other,0,0
2022-07-13,Other,0,0
2022-07-14,Other,0,0
2022-07-15,Other,0,0
2022-07-16,Other,0,0
2022-07-17,Other,0,0
2022-07-18,Other,0,0
2022-07-19,Other,0,0
2022-07-20,Other,0,0
2022-07-21,Other,0,0
2022-07-22,Other,0,0
2022-07-23,Other,0,0
2022-07-24,Other,0,0
2022-07-25,Other,0,0
2022-07-26,Other,0,0
2022-07-27,Other,0,0
2022-07-28,Other,0,0
2022-07-29,Other,0,0
2022-07-30,Other,0,0
2022-07-31,Other,0,0
2022-08-01,Other,0,0
2022-08-02,Other,0,0
2022-08-03,Other,0,0
2022-08-04,Other,0,0
2022-08-05,Other,0,0
2022-08-06,Other,0,0
2022-08-07,Other,0,0
2022-08-08,Other,0,0
2022-08-09,Other,0,0
2022-08-10,Other,0,0
2022-08-11,Other,0,0
2022-08-12,Other,0,0
2022-08-13,Other,0,0
2022-08-14,Other,0,0
2022-08-15,Other,0,0
2022-08-16,Other,0,0
2022-08-17,Other,0,0
2022-08-18,Other,0,0
2022-08-19,Other,0,0
2022-08-20,Other,0,0
2022-08-21,Other,0,0
2022-08-22,Other,0,0
2022-08-23,Other,0,0
2022-08-24,Other,0,0
2022-08-25,Other,0,0
2022-08-26,Other,0,0
2022-08-27,Other,0,0
2022-08-28,Other,0,0
2022-08-29,Other,0,0
2022-08-30,Other,0,0
2022-08-31,Other,0,0
2022-09-01,Other,0,0
2022-09-02,Other,0,0
2022-09-03,Other,0,0
2022-09-04,Other,0,0
2022-09-05,Other,0,0
2022-09-06,Other,0,0
2022-09-07,Other,0,0
2022-09-08,Other,0,0
2022-09-09,Other,0,0
2022-09-10,Other,0,0
2022-09-11,Other,0,0
2022-09-12,Other,0,0
2022-09-13,Other,0,0
2022-09-14,Other,0,0
2022-09-15,Other,0,1
2022-09-16,Other,0,0
2022-09-17,Other,0,0
2022-09-18,Other,0,0
2022-09-19,Other,0,0
2022-09-20,Other,0,0
2022-09-21,Other,0,0
2022-09-22,Other,0,0
2022-09-23,Other,0,0
2022-09-24,Other,0,0
2022-09-25,Other,0,0
2022-09-26,Other,0,0
2022-09-27,Other,0,0
2022-09-28,Other,0,0
2022-09-29,Other,0,0
2022-09-30,Other,0,0
2022-10-01,Other,0,0
2022-10-02,Other,0,0
2022-10-03,Other,0,0
2022-10-04,Other,0,0
2022-10-05,Other,0,0
2022-10-06,Other,0,0
2022-10-07,Other,0,0
2022-10-08,Other,0,0
2022-10-09,Other,0,0
2022-10-10,Other,0,0
2022-10-11,Other,0,0
2022-10-12,Other,0,0
2022-10-13,Other,0,0
2022-10-14,Other,0,0
2022-10-15,Other,0,1
2022-10-16,Other,0,0
2022-10-17,Other,0,0
2022-10-18,Other,0,0
2022-10-19,Other,0,0
2022-10-20,Other,0,0
2022-10-21,Other,0,0
2022-10-22,Other,0,0
2022-10-23,Other,0,0
2022-10-24,Other,0,0
2022-10-25,Other,0,0
2022-10-26,Other,0,0
2022-10-27,Other,0,0
2022-10-28,Other,0,0
2022-10-29,Other,0,0
2022-10-30,Other,0,0
2022-10-31,Other,0,0
2022-11-01,Other,0,0
2022-11-02,Other,0,0
2022-11-03,Other,0,0
2022-11-04,Other,0,0
2022-11-05,Other,0,0
2022-11-06,Other,0,0
2022-11-07,Other,0,0
2022-11-08,Other,0,0
2022-11-09,Other,0,0
2022-11-10,Other,0,1
2022-11-11,Other,0,1
2022-11-12,Other,0,0
2022-11-13,Other,0,0
2022-11-14,Other,0,0
2022-11-15,Other,0,0
2022-11-16,Other,0,0
2022-11-17,Other,0,0
2022-11-18,Other,0,0
2022-11-19,Other,0,0
2022-11-20,Other,0,1
2022-11-21,Other,0,1
2022-11-22,Other,0,0
2022-11-23,Other,0,0
2022-11-24,Other,0,0
2022-11-25,Other,0,0
2022-11-26,Other,0,0
2022-11-27,Other,0,0
2022-11-28,Other,0,0
2022-11-29,Other,0,0
2022-11-30,Other,0,0
2022-12-01,Other,0,2
2022-12-02,Other,0,1
2022-12-03,Other,0,0
2022-12-04,Other,0,0
2022-12-05,Other,0,0
2022-12-06,Other,0,1
2022-12-07,Other,0,0
2022-12-08,Other,0,0
2022-12-09,Other,0,0
2022-12-10,Other,0,0
2022-12-11,Other,0,0
2022-12-12,Other,0,0
2022-12-13,Other,0,0
2022-12-14,Other,0,0
2022-12-15,Other,0,0
2022-12-16,Other,0,0
2022-12-17,Other,0,0
2022-12-18,Other,0,0
2022-12-19,Other,0,0
2022-12-20,Other,0,0
2022-12-21,Other,0,0
2022-12-22,Other,0,0
2022-12-23,Other,0,0
2022-12-24,Other,0,0
2022-12-25,Other,0,1
2022-12-26,Other,0,1
2022-12-27,Other,0,1
2022-12-28,Other,0,0
2022-12-29,Other,0,0
2022-12-30,Other,0,0
2022-12-31,Other,0,0
2023-01-01,Other,0,0
2023-01-02,Other,0,0
2023-01-03,Other,0,0
2023-01-04,Other,0,0
2023-01-05,Other,0,0
2023-01-06,Other,0,0
2023-01-07,Other,0,0
2023-01-08,Other,0,0
2023-01-09,Other,0,0
2023-01-10,Other,0,0
2023-01-11,Other,0,0
2023-01-12,Other,0,0
2023-01-13,Other,0,0
2023-01-14,Other,0,0
2023-01-15,Other,0,0
2023-01-16,Other,0,0
2023-01-17,Other,0,0
2023-01-18,Other,0,0
2023-01-19,Other,0,0
2023-01-20,Other,0,0
2023-01-21,Other,0,0
2023-01-22,Other,0,0
2023-01-23,Other,0,0
2023-01-24,Other,0,0
2023-01-25,Other,0,0
2023-01-26,Other,0,0
2023-01-27,Other,0,0
2023-01-28,Other,0,0
2023-01-29,Other,0,0
2023-01-30,Other,0,1
2023-01-31,Other,0,0
2023-02-01,Other,0,0
2023-02-02,Other,0,0
2023-02-03,Other,0,0
2023-02-04,Other,0,0
2023-02-05,Other,0,0
2023-02-06,Other,0,0
2023-02-07,Other,0,0
2023-02-08,Other,0,0
2023-02-09,Other,0,0
2023-02-10,Other,0,0
2023-02-11,Other,0,0
2023-02-12,Other,0,0
2023-02-13,Other,0,0
2023-02-14,Other,0,0
2023-02-15,Other,0,0
2023-02-16,Other,0,0
2023-02-17,Other,0,0
2023-02-18,Other,0,0
2023-02-19,Other,0,0
2023-02-20,Other,0,0
2023-02-21,Other,0,0
2023-02-22,Other,0,0
2023-02-23,Other,0,0
2023-02-24,Other,0,0
2023-02-25,Other,0,0
2023-02-26,Other,0,0
2023-02-27,Other,0,0
2023-02-28,Other,0,0
2023-03-01,Other,0,0
2023-03-02,Other,0,0
2023-03-03,Other,0,0
2023-03-04,Other,0,0
2023-03-05,Other,0,0
2023-03-06,Other,0,0
2023-03-07,Other,0,0
2023-03-08,Other,0,0
2023-03-09,Other,0,0
2023-03-10,Other,0,0
2023-03-11,Other,0,0
2023-03-12,Other,0,0
2023-03-13,Other,0,0
2023-03-14,Other,0,0
2023-03-15,Other,0,0
2023-03-16,Other,0,0
2023-03-17,Other,0,0
2023-03-18,Other,0,0
2023-03-19,Other,0,0
2023-03-20,Other,0,0
2023-03-21,Other,0,0
2023-03-22,Other,0,0
2023-03-23,Other,0,0
2023-03-24,Other,0,0
2023-03-25,Other,0,1
2023-03-26,Other,0,0
2023-03-27,Other,0,0
2023-03-28,Other,0,0
2023-03-29,Other,0,0
2023-03-30,Other,0,0
2023-03-31,Other,0,0
2023-04-01,Other,0,0
2023-04-02,Other,0,0
2023-04-03,Other,0,0
2023-04-04,Other,0,0
2023-04-05,Other,0,0
2023-04-06,Other,0,0
2023-04-07,Other,0,0
2023-04-08,Other,0,0
2023-04-09,Other,0,0
2023-04-10,Other,0,0
2023-04-11,Other,0,0
2023-04-12,Other,0,0
2023-04-13,Other,0,0
2023-04-14,Other,0,0
2023-04-15,Other,0,0
2023-04-16,Other,0,0
2023-04-17,Other,0,0
2023-04-18,Other,0,0
2023-04-19,Other,0,0
2023-04-20,Other,0,0
2023-04-21,Other,0,0
2023-04-22,Other,0,0
2023-04-23,Other,0,0
2023-04-24,Other,0,0
2023-04-25,Other,0,0
2023-04-26,Other,0,0
2023-04-27,Other,0,0
2023-04-28,Other,0,0
2023-04-29,Other,0,0
2023-04-30,Other,0,0
2023-05-01,Other,0,1
2023-05-02,Other,0,0
2023-05-03,Other,0,0
2023-05-04,Other,0,0
2023-05-05,Other,0,0
2023-05-06,Other,0,0
2015-04-06,Shorts,0,0
2015-04-07,Shorts,0,0
2015-04-08,Shorts,0,0
2015-04-09,Shorts,0,0
2015-04-10,Shorts,0,0
2015-04-11,Shorts,0,0
2015-04-12,Shorts,0,0
2015-04-13,Shorts,0,0
2015-04-14,Shorts,0,0
2015-04-15,Shorts,0,0
2015-04-16,Shorts,0,0
2015-04-17,Shorts,0,0
2015-04-18,Shorts,0,0
2015-04-19,Shorts,0,0
2015-04-20,Shorts,0,0
2015-04-21,Shorts,0,0
2015-04-22,Shorts,0,0
2015-04-23,Shorts,0,0
2015-04-24,Shorts,0,0
2015-04-25,Shorts,0,0
2015-04-26,Shorts,0,0
2015-04-27,Shorts,0,0
2015-04-28,Shorts,0,0
2015-04-29,Shorts,0,0
2015-04-30,Shorts,0,0
2015-05-01,Shorts,0,0
2015-05-02,Shorts,0,0
2015-05-03,Shorts,0,0
2015-05-04,Shorts,0,0
2015-05-05,Shorts,0,0
2015-05-06,Shorts,0,0
2015-05-07,Shorts,0,0
2015-05-08,Shorts,0,0
2015-05-09,Shorts,0,0
2015-05-10,Shorts,0,0
2015-05-11,Shorts,0,0
2015-05-12,Shorts,0,0
2015-05-13,Shorts,0,0
2015-05-14,Shorts,0,0
2015-05-15,Shorts,0,0
2015-05-16,Shorts,0,0
2015-05-17,Shorts,0,0
2015-05-18,Shorts,0,0
2015-05-19,Shorts,0,0
2015-05-20,Shorts,0,0
2015-05-21,Shorts,0,0
2015-05-22,Shorts,0,0
2015-05-23,Shorts,0,0
2015-05-24,Shorts,0,0
2015-05-25,Shorts,0,0
2015-05-26,Shorts,0,0
2015-05-27,Shorts,0,0
2015-05-28,Shorts,0,0
2015-05-29,Shorts,0,0
2015-05-30,Shorts,0,0
2015-05-31,Shorts,0,0
2015-06-01,Shorts,0,0
2015-06-02,Shorts,0,0
2015-06-03,Shorts,0,0
2015-06-04,Shorts,0,0
2015-06-05,Shorts,0,0
2015-06-06,Shorts,0,0
2015-06-07,Shorts,0,0
2015-06-08,Shorts,0,0
2015-06-09,Shorts,0,0
2015-06-10,Shorts,0,0
2015-06-11,Shorts,0,0
2015-06-12,Shorts,0,0
2015-06-13,Shorts,0,0
2015-06-14,Shorts,0,0
2015-06-15,Shorts,0,0
2015-06-16,Shorts,0,0
2015-06-17,Shorts,0,0
2015-06-18,Shorts,0,0
2015-06-19,Shorts,0,0
2015-06-20,Shorts,0,0
2015-06-21,Shorts,0,0
2015-06-22,Shorts,0,0
2015-06-23,Shorts,0,0
2015-06-24,Shorts,0,0
2015-06-25,Shorts,0,0
2015-06-26,Shorts,0,0
2015-06-27,Shorts,0,0
2015-06-28,Shorts,0,0
2015-06-29,Shorts,0,0
2015-06-30,Shorts,0,0
2015-07-01,Shorts,0,0
2015-07-02,Shorts,0,0
2015-07-03,Shorts,0,0
2015-07-04,Shorts,0,0
2015-07-05,Shorts,0,0
2015-07-06,Shorts,0,0
2015-07-07,Shorts,0,0
2015-07-08,Shorts,0,0
2015-07-09,Shorts,0,0
2015-07-10,Shorts,0,0
2015-07-11,Shorts,0,0
2015-07-12,Shorts,0,0
2015-07-13,Shorts,0,0
2015-07-14,Shorts,0,0
2015-07-15,Shorts,0,0
2015-07-16,Shorts,0,0
2015-07-17,Shorts,0,0
2015-07-18,Shorts,0,0
2015-07-19,Shorts,0,0
2015-07-20,Shorts,0,0
2015-07-21,Shorts,0,0
2015-07-22,Shorts,0,0
2015-07-23,Shorts,0,0
2015-07-24,Shorts,0,0
2015-07-25,Shorts,0,0
2015-07-26,Shorts,0,0
2015-07-27,Shorts,0,0
2015-07-28,Shorts,0,0
2015-07-29,Shorts,0,0
2015-07-30,Shorts,0,0
2015-07-31,Shorts,0,0
2015-08-01,Shorts,0,0
2015-08-02,Shorts,0,0
2015-08-03,Shorts,0,0
2015-08-04,Shorts,0,0
2015-08-05,Shorts,0,0
2015-08-06,Shorts,0,0
2015-08-07,Shorts,0,0
2015-08-08,Shorts,0,0
2015-08-09,Shorts,0,0
2015-08-10,Shorts,0,0
2015-08-11,Shorts,0,0
2015-08-12,Shorts,0,0
2015-08-13,Shorts,0,0
2015-08-14,Shorts,0,0
